True_SMILES,Corrupted_SMILES,Recovered_SMILES,Is_Valid
CC(C)Oc1cc(C#N)ccc1-c1ccccc1Oc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cn1,C[MASK][MASK][MASK])[MASK]c[MASK][MASK]c[MASK]C#[MASK])c[MASK][MASK][MASK][MASK]c1[MASK][MASK][MASK][MASK]c[MASK][MASK][MASK][MASK][MASK]c[MASK][MASK]S[MASK][MASK][MASK][MASK][MASK]=[MASK][MASK]N[MASK][MASK][MASK]cn[MASK]2-[MASK]2[MASK][MASK][MASK]cc2)[MASK][MASK][MASK],CC(C)Cc1cc(C#N)cc())c1Cc1ccc-c1ccc(S(=O)(=O)Nc2scnc2-c2ccccc2)cc1,False
CC(C)Oc1cc(C(=O)N2CCC(C3(c4ccc(C(=O)NO)cc4)CCC3)CC2)ccc1-c1ccc2c(c1)CCC2,[MASK]C(C[MASK]Oc1c[MASK]([MASK][MASK]=[MASK])N2[MASK]C[MASK]([MASK]3([MASK]4ccc[MASK]C(=O)NO)cc4[MASK][MASK][MASK][MASK]3)[MASK]C2)c[MASK]c[MASK][MASK][MASK]1c[MASK]c2c(c[MASK])C[MASK][MASK]2,CC(C)Oc1cc(C(=O)N2CCC(C3(c4ccc(C(=O)NO)cc4))CC3)CC2)ccc1-c1ccc2c(c1)CCO2,False
CC(C)Oc1cc2oc(C(F)(F)F)c(-c3coc(-c4ccc5c(c4)OCO5)n3)c2cc1Cl,CC([MASK][MASK][MASK]c1cc2[MASK]c([MASK][MASK]F)[MASK]F)F)c(-c3coc([MASK]c4ccc5c(c4)OCO[MASK][MASK]n3[MASK]c[MASK]c[MASK]1Cl,CC(C))c1cc2nc(C(F)(F)F)c(-c3coc(-c4ccc5c(c4)OCO5)n3)c2cc1Cl,False
CC(C)Oc1ccc(-c2cn(Cc3c(C(N)=O)nn(C4CCCC4)c3N)nn2)cc1,[MASK]C(C)[MASK][MASK][MASK]cc[MASK][MASK][MASK][MASK]2[MASK][MASK][MASK][MASK]c3[MASK](C[MASK]N)=[MASK][MASK]nn([MASK]4[MASK][MASK]C[MASK]4[MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK])c[MASK]1,CC(C)Oc1ccc(-N2CC((c3c(C(N)=O)nn(C4CCCC4)c3N))C2)cc1,False
CC(C)Oc1ccc(-c2nc(CCC3CCN(C(=O)OC(C)(C)C)CC3)co2)cc1F,[MASK]C(C[MASK]O[MASK][MASK][MASK]cc[MASK][MASK]c2[MASK][MASK][MASK][MASK]C[MASK]3[MASK]CN[MASK][MASK]([MASK]O[MASK][MASK]C[MASK][MASK][MASK][MASK][MASK][MASK]C)[MASK][MASK]3[MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK],CC(C)Oc1ccc(-c2ccc(CN3CCN(C(=O)OC(C)(C)C)CC3)cc22)cc1,False
CC(C)Oc1ccc(C(=O)/C=C/c2ccc(O)cc2)cc1,C[MASK]([MASK])O[MASK][MASK][MASK][MASK]c[MASK]C([MASK][MASK])/[MASK]=[MASK]/[MASK][MASK][MASK]c[MASK]([MASK][MASK]c[MASK]2[MASK][MASK]c1,CC(C)Oc1ccc(C(=O)/C=C/c2ccc(Cl)cc2)cc1,True
CC(C)Oc1ccc(C(C)c2ccc(NC(=O)c3ccccc3)nc2)cc1,CC(C)Oc1cc[MASK](C[MASK]C)c2ccc([MASK][MASK][MASK]=O)c3[MASK]cccc3[MASK]nc2)cc1,CC(C)Oc1ccc(C(C)c2ccc(NC(=O)c3ccccc3)nc2)cc1,True
CC(C)Oc1ccc(CC(=O)N2CCC3(CC2)NC(=O)NC3=O)cc1,CC(C)Oc1ccc(CC([MASK]O)N[MASK]CCC3(CC2)NC(=O[MASK]NC3=O)c[MASK]1,CC(C)Oc1ccc(CC(=O)N2CCC3(CC2)NC(=O)NC3=O)cc1,True
CC(C)Oc1ccc(CN2CCC(n3c(=O)[nH]c4cc(C(=O)N[C@H]5CCCc6ccccc65)ccc43)CC2)cc1.O=C(O)C(=O)O,[MASK]C(C[MASK]Oc[MASK][MASK][MASK]c([MASK][MASK][MASK]C[MASK][MASK](n[MASK]c([MASK][MASK][MASK][nH]c[MASK]cc(C([MASK][MASK])[MASK][MASK][MASK][MASK][MASK]C[MASK]6[MASK][MASK][MASK][MASK]c6[MASK][MASK][MASK][MASK]c4[MASK])CC2)[MASK][MASK][MASK].[MASK]=C[MASK]O[MASK][MASK](=[MASK])[MASK],CC(C)Oc1ccc(CN2CCC(n3c(=O)[nH]c4cc(C(=O)NCCCCCc6ccccc65)ccc43)CC2)cc1.O=C(O)C(=O)O,False
CC(C)Oc1ccc2nc(-c3ccsc3)ccc2c1,[MASK][MASK](C[MASK][MASK]c[MASK]ccc[MASK]n[MASK]([MASK][MASK]3[MASK]c[MASK]c[MASK][MASK][MASK][MASK][MASK]2[MASK][MASK],CN(C)Cc1ccc2nc(-c3ccccc3)oc2c1,True
CC(C)Oc1cccc(-c2cc3c(cc2-c2cccc4c2CC[C@@H]4C)OCCC3)c1,[MASK]C[MASK]C)Oc[MASK]c[MASK][MASK]c(-c[MASK]cc3c[MASK]cc2[MASK][MASK]2ccc[MASK]4[MASK]2C[MASK][MASK][MASK]C)OCCC3)c1,CC(C)Oc1cccc(-c2cc3c(cc2-c2cccc4c2CCN4C)OCCC3)c1,True
CC(C)Oc1cccc(-c2nnc3c(n2)c(Cc2ccccc2)c(-c2ccccc2)n3Cc2ccccc2)c1,[MASK][MASK]([MASK][MASK][MASK][MASK][MASK]c[MASK]c[MASK]([MASK][MASK][MASK][MASK][MASK][MASK][MASK]c([MASK]2[MASK][MASK](C[MASK][MASK]cc[MASK]cc2)c[MASK]-c2ccc[MASK][MASK][MASK][MASK][MASK]3[MASK]c[MASK][MASK]c[MASK]c[MASK][MASK][MASK]c1,FC(F)(c)c1cc(-c2ccc3c(n2)c(Cc2ccccc2)c(-c2ccccc2)n3Cc2ccccc2)c1,False
CC(C)Oc1cccc(C(=O)NCCS(=O)(=O)N2CCN(c3cccc(Cl)c3Cl)CC2)c1,[MASK][MASK]([MASK][MASK][MASK][MASK]1[MASK][MASK]c[MASK][MASK]C[MASK][MASK]O)[MASK]CCS([MASK][MASK][MASK][MASK]=[MASK][MASK][MASK][MASK][MASK][MASK]N[MASK]c3[MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK]CC[MASK])[MASK][MASK],CC(=O)c1cccc(C(=O)CCCS(=O)(=O)N2CCN(c3ccc(F)cc3Cl)CC2)c1,True
CC(C)Oc1cncc(-c2cncnc2N2CC[C@H](F)C2)c1,[MASK]C[MASK]C[MASK]Oc1cnc[MASK]([MASK]c2[MASK]n[MASK][MASK]c2[MASK]2CC[C@H](F[MASK]C2[MASK]c[MASK],CC(C)Oc1cncc(-c2cnccc2N2CC[C@H](F)C2)c1,True
CC(C)Oc1nc(N)ncc1Cn1cc(-c2ccccc2)c2c(N)nc(N)nc21,CC[MASK]C)O[MASK]1nc(N)nc[MASK]1C[MASK]1cc(-c2[MASK]ccc[MASK]2)c2[MASK](N[MASK][MASK]c(N)nc[MASK]1,CC(C)Oc1nc(N)ncc1Cn1cc(-c2ccccc2)c2c(N)nc(N)nc21,True
CC(C)S(=O)(=O)NC(Cc1ccc2c(c1)C(C)C(N)CCC2)C(=O)NO,[MASK][MASK]([MASK][MASK]S[MASK][MASK]O)(=O)[MASK]C[MASK]C[MASK]1ccc2c(c1)C(C)[MASK]([MASK])CCC[MASK][MASK]C(=O[MASK]NO,CC(C)S(=O)(=O)NC(Cc1ccc2c(c1)C(C)C(C)CCC2)C(=O)NO,True
CC(C)S(=O)(=O)NCC[C@H](NC(=O)c1cn(Cc2ccccc2)nn1)C(N)=O,[MASK][MASK](C[MASK][MASK][MASK]=O)[MASK]=O)[MASK]C[MASK][C@H][MASK][MASK]C[MASK]=O)c[MASK]cn[MASK][MASK][MASK]2c[MASK]ccc[MASK])n[MASK]1)C([MASK][MASK]=O,CC(C)S(=O)(=O)CCC[C@H](NC(=O)c1cn(-c2ccccc2)nn1)C(N)=O,True
CC(C)S(=O)(=O)c1ccc([C@](C)(NC(=O)c2ccccc2)C(=O)N2CCC(NC(=O)c3ccc4ccccc4n3)CC2)cc1,[MASK][MASK][MASK]C[MASK]S[MASK][MASK]O)([MASK][MASK])[MASK]1c[MASK]c([MASK][MASK][MASK][MASK]([MASK]C[MASK]=O)[MASK][MASK]cc[MASK][MASK][MASK]2[MASK]C([MASK]O)N2C[MASK]C([MASK][MASK][MASK][MASK][MASK][MASK]c[MASK][MASK]cc[MASK]cc[MASK]cc[MASK]n[MASK])C[MASK][MASK][MASK]cc[MASK],CN(C)S(=O)(=O)c1ccc(/CC[C@H](NC(=O)c2ccccc2)C(=O)N2CCC(C((=O)c3ccc4ccccc4n3)CC2)cc1,False
CC(C)SC[C@@H](NC(=O)CC1CCCCC1)C(=O)N[C@@H](CC1CCCCC1)C(=O)Cn1nnc(-c2ccccc2)n1,CC[MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK]([MASK][MASK])[MASK][MASK][MASK]C[MASK]CCC1[MASK][MASK][MASK][MASK][MASK])[MASK][MASK][MASK][MASK][MASK]1CC[MASK][MASK]C1[MASK]C[MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK]c[MASK][MASK][MASK][MASK]c[MASK]c[MASK]c2)[MASK][MASK],CC(C)CC[C@H](NC(=O)NC1CCCCC1)C(=O)N[C@@H](CC1CCCCC1)C(=O)c11ccc(-c2ccccc2)c1,False
CC(C)Sc1nc(=O)c2c(c(=O)n(C)c(=O)n2C)n1C,CC(C)Sc1nc([MASK]O[MASK]c[MASK]c(c(=O[MASK]n([MASK])c[MASK]=O)n2C)[MASK]1C,CC(C)Sc1nc(=O)c2c(c(=O)n(C)c(=O)n2C)n1C,True
CC(C)[C@@H](/C=C/CCC(=O)N[C@@H](CO)C(=O)O)NC(=O)[C@@H](N)Cc1ccc(O)cc1,[MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK]C[MASK]C/[MASK][MASK][MASK][MASK][MASK]O)[MASK][MASK]([MASK]O[MASK][MASK](=[MASK][MASK][MASK])N[MASK][MASK]=O[MASK][C@@H][MASK][MASK][MASK][MASK]c1[MASK][MASK][MASK][MASK][MASK][MASK][MASK]c[MASK],CCC(=O)/C=C/[C@H](CO)O)NC(CO)C(=O)O)NC(=O)[C@@H](N)Cc1ccc(O)cc1,False
CC(C)[C@@H](C1CCCC1)N1C[C@H](CN(C)Cc2ccncc2)OC1=O,C[MASK][MASK]C[MASK][C@@H][MASK]C1[MASK]C[MASK]C[MASK][MASK][MASK][MASK][MASK][C@H][MASK][MASK][MASK]([MASK])C[MASK][MASK][MASK]c[MASK][MASK]c[MASK])[MASK][MASK][MASK]=[MASK],CCCCC[C@@H](C1=CCCC=OCC[C@H](CN(C)Cc2ccccc2)OC1=O,False
CC(C)[C@@H](CN1CCCC1)NC(=O)CN1C[C@H](n2cncn2)[C@H](O)C1,[MASK][MASK][MASK][MASK])[C@@H]([MASK]N1C[MASK][MASK]C1)[MASK]C[MASK]=O[MASK][MASK]N1C[C@H]([MASK][MASK]cn[MASK][MASK]2)[C@H][MASK]O)C1,CC(C)[C@@H](CN1CCCC1)NC(=O)CN1C[C@H](n2cncn2)[C@H](O)C1,True
CC(C)[C@@H](CO)N1C(N)=NC(N)=NC1(C)C,[MASK]C[MASK]C)[MASK][MASK][MASK]O[MASK]N1[MASK]([MASK])[MASK][MASK]C(N)=[MASK][MASK]1(C)C,CC(C)C(=O)N1C(N)NNC(N)=NC1(C)C,True
CC(C)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)c1cccc(S(C)(=O)=O)c1F)c1ccc(C(F)(F)F)cc1,CC([MASK])[C@@H](NC([MASK][MASK])[C@@H]1CC[MASK]N1C(=O)[MASK]1ccc[MASK][MASK][MASK](C)([MASK]O)=O)c1[MASK])c1cc[MASK](C(F)(F[MASK]F)cc[MASK],CC(C)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)c1ccc(NS(C)(=O)=O)c1F)c1ccc(C(F)(F)F)cc1,False
CC(C)[C@@H](NS(=O)(=O)c1ccccc1)C(=O)N1CCN([C@@H]2CCCC[C@H]2N2CCCCC2)C(=O)C1,[MASK]C([MASK][MASK][C@@H][MASK][MASK][MASK][MASK][MASK][MASK])[MASK]=O)c[MASK]c[MASK]c[MASK][MASK][MASK])C[MASK]=[MASK])[MASK][MASK]C[MASK]N([C@@H]2C[MASK]C[MASK][MASK][MASK][MASK][MASK]CC[MASK][MASK][MASK][MASK][MASK]C([MASK]O)C[MASK],CC(C)[C@@H](NS(=O)(=O)c1ccccc1)C(=O)N1CCN([C@@H]2CCCCCCC2CCCCC2)C(=O)C1,False
CC(C)[C@@H](Nc1ccnc(Nc2cccnc2)n1)c1ccccc1,[MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK]c[MASK]N[MASK][MASK][MASK][MASK][MASK][MASK][MASK]2)[MASK][MASK])c[MASK][MASK]c[MASK][MASK][MASK]1,O=C(Nc1ccc1cnc(NC2ccCcc2)n1)c1ccccc1,False
CC(C)[C@@H]1CCC/C(C)=C/CC/C(C)=C/Cc2cc(C#N)c(O)c(Cl)c2C1,C[MASK][MASK][MASK])[C@@H][MASK]C[MASK][MASK][MASK]C([MASK][MASK][MASK]C[MASK]C[MASK][MASK][MASK][MASK][MASK][MASK][MASK]C/[MASK][MASK][MASK]cc[MASK]C#[MASK][MASK]c[MASK]O)[MASK][MASK][MASK][MASK]c2[MASK]1,CC(C)[C@@H]1CCN2C(=O)CCC(=O)/C=C/c3ccc(C#N)c(O)c3))c2O1,False
CC(C)[C@@H]1NC(=O)[C@@H]([C@H](C)CCCC[C@@H]2O[C@H](C(=O)O)[C@](O)(C(=O)O)[C@H](O)[C@H]2O)NC1=O,CC([MASK])[C@@H]1NC([MASK]O)[C@@H]([C@H]([MASK])CCCC[C@@H]2[MASK][C@H](C[MASK]=[MASK])O)[C@](O)[MASK][MASK](=O)O)[MASK](O[MASK][C@H]2O)NC1=O,CC(C)[C@@H]1NC(=O)[C@@H]([C@H](O)CCCC[C@@H]2O[C@H](C(=O)O)[C@](O)(C(=O)O)[C@@H](O)[C@H]2O)NC1=O,True
CC(C)[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](C23CC4CC(CC(C4)C2)C3)NC1=O,CC[MASK]C[MASK][C@@H]1[MASK]C[MASK][MASK]O)[C@H]([MASK]c[MASK][MASK]ccc[MASK]2)NC([MASK]O)[C@@H](C[MASK]3[MASK]C4C[MASK][MASK]CC[MASK]C4[MASK]C[MASK][MASK][MASK][MASK])NC1=O,CC(C)[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](C23CC4CC(CC(C4)C2)C3)NC1=O,True
CC(C)[C@@H]1NCCN(C(=O)C[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@@H](OCc2ccccc2)C(C)(C)C)C1=O,CC(C)[C@@H][MASK]NCCN(C(=O[MASK]C[C@H]([MASK]c2cc[MASK][MASK]c[MASK][MASK][MASK]C[MASK]=O[MASK][MASK]N[MASK][MASK]=[MASK])[MASK][MASK]OCc2ccccc2)C[MASK]C[MASK][MASK]C)C[MASK][MASK][MASK]=O,CC(C)[C@@H]1NCCN(C(=O)C[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@@H](OCc2ccccc2)C(C)(C)C)C1=O,True
CC(C)[C@H](C)N(C)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)C(C)C,[MASK]C([MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK]O[MASK][MASK][MASK][MASK][MASK][MASK][MASK]cccc[MASK])[MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK]C[MASK][MASK])[MASK],CC(C))C1CCCCNC(=O)[C@H](Cc1ccccc2)C(1cc(cO1)C(C)C,False
CC(C)[C@H](N)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N1C[C@@H]2[C@H]([C@H]1C(=O)NC(C(=O)C(F)(F)F)C(C)(F)F)C2(C)C)C(C)(C)C,[MASK]C[MASK]C[MASK][MASK][MASK]N)C([MASK][MASK][MASK]N1[MASK]C[MASK][MASK][MASK]C(=O)N[MASK][MASK][MASK](=[MASK])N1C[C@@H][MASK][C@H][MASK][C@H][MASK]C[MASK]=[MASK])[MASK]C([MASK]([MASK]O)C(F)([MASK][MASK]F)C[MASK][MASK])[MASK]F)[MASK])[MASK]2(C)[MASK][MASK][MASK](C[MASK](C)C,CC(C)[C@H](N)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N1C[C@@H]2[C@H]([C@H]1C(=O)NC(C(=O)C(F)(F)F)C(F)(F)C)C2(C)C)C(C)(C)C,True
CC(C)[C@H](N)c1nc(C(=O)O)cc(=O)[nH]1,[MASK][MASK][MASK][MASK])[C@H][MASK]N)c[MASK][MASK][MASK](C([MASK][MASK])O[MASK][MASK][MASK](=[MASK])[nH]1,CC(C)[C@H](N)c1cc(C(=O)O)cc(=O)[nH]1,True
CC(C)[C@H](NC(=O)/C=C/c1ccccc1)[C@@H](O)C[C@H](/C=C/c1ccc(O)c(O)c1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O,C[MASK][MASK]C[MASK][MASK]([MASK][MASK](=O[MASK][MASK]C[MASK]C/[MASK]1[MASK]cc[MASK]c1)[MASK]([MASK][MASK]C[C@H]([MASK][MASK]=[MASK]/c1[MASK]c[MASK]([MASK][MASK]c[MASK][MASK])[MASK][MASK])[MASK]([MASK][MASK])N[MASK]([MASK][MASK]C[MASK][MASK]C([MASK])[MASK][MASK]C([MASK]O)O,CC(C)[C@H](NC(=O)/C=C/c1ccccc1)[C@H](O)C[C@H](/C=C/c1ccc(O)c(O)c1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O,True
CC(C)[C@H](NC(=O)C(c1cc(Cl)cc(Cl)c1N)c1cc(Cl)cc(Cl)c1OCC(F)(F)F)C(=O)O,CC(C)[C@H](N[MASK][MASK]=[MASK])C([MASK]1c[MASK][MASK]Cl)cc(Cl[MASK]c1N[MASK]c1cc([MASK])cc([MASK])[MASK]1[MASK]CC(F)(F)[MASK])C(=O[MASK]O,CC(C)[C@H](NC(=O)C(c1cc(Cl)cc(Cl)c1NCc1cc(Cl)cc(Cl)c1OCC(F)(F)F)C(=O)O,False
CC(C)[C@H](NC(=O)C1CC(c2ccncc2)C1)C(=O)N1CCC[C@H]1[C@H](O)c1nc2cc(Cl)c(Cl)cc2[nH]1,C[MASK][MASK]C[MASK][MASK](N[MASK]([MASK]O[MASK]C1CC(c2cc[MASK]cc2)C[MASK])C(=O)N1C[MASK]C[C@H]1[C@H](O)c[MASK]nc[MASK]c[MASK](Cl[MASK]c([MASK])cc2[nH]1,CC(C)[C@H](NC(=O)C1CC(c2ccccc2)C1)C(=O)N1CCC[C@H]1[C@H](O)c1nc2cc(Cl)c(Cl)cc2[nH]1,True
CC(C)[C@H](NC(=O)C1CCN(C2CCCCC2)CC1)C(=O)NCCOC(=O)c1ccc(Br)cc1,CC[MASK][MASK])[MASK](NC[MASK][MASK]O[MASK][MASK][MASK][MASK]CN[MASK][MASK]2CCC[MASK][MASK][MASK][MASK]CC[MASK])[MASK][MASK][MASK]O[MASK][MASK]CC[MASK]C[MASK]=[MASK][MASK][MASK][MASK]c[MASK][MASK]([MASK][MASK][MASK][MASK][MASK],CC(C)[C@H](NC(=O)C1CCN(C2CCCCC2)CC1)C(=O)NCCNC(=O)c1ccc(F)cc1,True
CC(C)[C@H](NC(=O)COc1ccc(C(=O)NC[C@@H]2CCCC[C@@H]2O)cc1F)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O,[MASK]C(C[MASK][C@H]([MASK][MASK](=[MASK])C[MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK]=[MASK][MASK]N[MASK][MASK]2C[MASK]C[MASK][MASK][MASK][MASK][MASK][MASK]c1F[MASK][MASK](=[MASK][MASK][MASK][C@@H][MASK][MASK]C[MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK])[MASK],CC(C)[C@H](NC(=O)C(1cccc(C(=O)NCC2CCCCC2cccc1F)C(=O)N[C@@H](CCCCCc(c)1)C(=O)O,False
CC(C)[C@H](NC(=O)Cn1c(-c2ccccc2)nc2ccccc2c1=O)C(=O)O,C[MASK](C[MASK][MASK][MASK]NC([MASK]O)[MASK][MASK]1[MASK][MASK][MASK]c2cccc[MASK]2)[MASK][MASK]2c[MASK]c[MASK]c2[MASK]1[MASK]O)[MASK]([MASK][MASK])O,CC(C)[C@H](NC(=O)Cn1c(-c2ccccc2)nc2ccccc2c1=O)C(=O)O,True
CC(C)[C@H](NC(=O)Cn1cccc1)C(=O)N[C@@H](CC1CCCCC1)C(=O)N1Cc2ccccc2C1,[MASK]C[MASK][MASK][MASK][MASK][MASK][MASK][MASK]([MASK]O)[MASK][MASK][MASK][MASK][MASK][MASK][MASK]1)[MASK][MASK][MASK]O[MASK][MASK][C@@H][MASK]CC[MASK]C[MASK][MASK][MASK]C[MASK][MASK][MASK](=O[MASK][MASK][MASK][MASK][MASK]2[MASK][MASK]ccc2[MASK]1,CC(C)[C@H](NC(=O)c1CCcCC1)C(=O)N[C@@H](CC1CCCCC1)C(=O)N1Cc2ccccc2C1,True
CC(C)[C@H](NC(=O)OC(C)(C)C)C(=O)N1C[C@H](N)C[C@H]1C(=O)N[C@@H]1CCCC[C@H]1O,C[MASK]([MASK])[C@H](N[MASK][MASK]=O[MASK][MASK][MASK](C)[MASK]C)C)C(=O)N[MASK]C[C@H](N)C[C@H]1C(=O)N[C@@H]1CCCC[MASK]1O,CC(C)[C@H](NC(=O)OC(C)(C)C)C(=O)N1C[C@H](N)C[C@H]1C(=O)N[C@@H]1CCCC[C@H]1O,True
CC(C)[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@H](C=O)CCc1ccccc1,[MASK][MASK][MASK][MASK])[C@H][MASK]N[MASK][MASK][MASK]O)OC[MASK][MASK][MASK](C)[MASK])C[MASK]=[MASK])[MASK][MASK][MASK]C[MASK][MASK][MASK][MASK][MASK]c[MASK]c[MASK]c[MASK][MASK][MASK],CC(C)[C@H](NC(=O)OC(C)(C)C)C(=O)NCCCCCCc)c1ccccc1,False
CC(C)[C@H](NC(=O)OC(C)(C)C)C(=O)OC(C)(C)F,C[MASK][MASK][MASK][MASK][MASK]([MASK][MASK](=[MASK])O[MASK]([MASK][MASK](C)C)C([MASK]O)OC[MASK]C)[MASK][MASK])[MASK],CC(C)[C@H](NC(=O)OC(C)(C)C)C(=O)OC(C)(C)C,True
CC(C)[C@H](NC(=O)OC(C)(C)C)C(=O)Oc1ccc([N+](=O)[O-])cc1C(=O)NCCS(N)(=O)=O,CC(C)[C@H]([MASK]C([MASK]O)OC(C)(C[MASK]C)C[MASK][MASK]O)[MASK]c[MASK]cc[MASK]([N+][MASK]=[MASK][MASK][O-])cc1C(=O)[MASK]CCS[MASK][MASK])[MASK]=[MASK])=O,CC(C)[C@H](NC(=O)OC(C)(C)C)C(=O)Nc1ccc([N+](=O)[O-])cc1C(=O)NCCS(C)(=O)=O,True
CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N1CCC[C@H]1C(=O)NCCCC(=O)NCCNC1CCCC1,C[MASK][MASK]C)[C@H]([MASK][MASK]([MASK]O[MASK][MASK]Cc1[MASK]cccc1[MASK][MASK](=O)N[MASK][MASK][MASK][MASK][MASK][MASK][MASK](=[MASK])NC[MASK][MASK]C(=O)N[MASK]C[MASK][MASK][MASK][MASK][MASK]C[MASK][MASK],CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N1CCC[C@H]1C(=O)NC(CC(=O)N)CC1CC(CC1,False
CC(C)[C@H](NC(=O)[C@@H](CC1CCNCC1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](N)CS)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C,[MASK]C([MASK])[C@H][MASK][MASK]C([MASK][MASK])[MASK](CC1C[MASK][MASK][MASK][MASK]1)[MASK][MASK][MASK]=[MASK])[C@H][MASK][MASK]C(N)=O)NC([MASK]O[MASK][C@@H]([MASK])CS)C[MASK][MASK]O[MASK]N[C@@H](Cc1[MASK]cc(O)c[MASK][MASK])C(=O[MASK]N[MASK][MASK]C)C[MASK]=O)[MASK][MASK](C)C,CC(C)[C@H](NC(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](N)CS)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](C)C(=O)NC(C)C,True
CC(C)[C@H](NC(=O)[C@@H](N)Cc1ccccc1)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)O,CC[MASK][MASK])[C@H]([MASK]C([MASK]O)[MASK](N)Cc[MASK][MASK]cc[MASK]c1)C(=O)NCC(=[MASK])N[MASK][MASK]CCCN[MASK][MASK]=N)N[MASK]C(=[MASK])O,CC(C)[C@H](NC(=O)[C@@H](N)Cc1ccccc1)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)O,True
CC(C)[C@H](NC(=O)[C@@H](NC(=O)[C@H](C)N)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)O,C[MASK][MASK]C)[C@H][MASK][MASK]C(=[MASK])[MASK][MASK]N[MASK]([MASK]O)[C@H]([MASK][MASK][MASK][MASK][MASK][MASK]C[MASK]C)[MASK](=[MASK][MASK]N[C@@H][MASK]C[MASK][MASK][MASK][MASK]O[MASK][MASK][C@@H][MASK]C[MASK][MASK][MASK])[MASK])C[MASK]=[MASK][MASK][MASK][C@@H](C[MASK]CC[MASK][MASK][MASK](=[MASK])[MASK][MASK]([MASK][MASK][MASK]([MASK][MASK][MASK]O,CC(C)[C@H](NC(=O)[C@@H](NC(=O)[C@H](N)O)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCO)C(=O)N[C@@H](C)C(=O=O,False
CC(C)[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](C)NC(=O)/C=C\c1ccccc1)C(=O)O,CC[MASK][MASK][MASK][C@H](NC[MASK][MASK][MASK][MASK][C@H][MASK][MASK]O)N[MASK]([MASK]O)[C@H][MASK][MASK])[MASK]C[MASK][MASK]O)/[MASK][MASK]C\c1ccc[MASK][MASK][MASK][MASK]C([MASK]O)[MASK],CC(C)[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](C)NC(=O)/C=C\c1ccccc1)C(=O)O,True
